ad.p.value
0.001926819
0.023414319
0.008277833
0.087366782
0.849191838
0.00036261
1.15E-05
0.00342157
0.012808863
2.25E-08
0.548325148
0.008210188
0.460441394
0.066924057
0.015582918
0.052730002
0.280212582
0.00019392
0.019972406
0.019707141
0.437683427
0.000179101
0.006985019
0.005899481
0.140288661
0.001595509
0.210514543
0.428154205
0.002591948
0.120018521
0.000700506
0.052323007
0.015719861
0.620837382
0.003447235
0.271634402
0.101149735
0.009323165
0.000180077
0.001239453
0.000120904
0.080374909
0.001090555
0.002460813
0.140873332
0.040494029
0.023955547
3.12E-05
0.097848501
0.009742264
0.009537572
0.00314198
0.01515347
0.000436094
0.349261612
0.002466442
0.006339777
0.77177856
0.013218651
8.65E-05
0.205007116
0.002394923
0.196583827
0.00893619
0.000606757
0.087143894
0.123319992
0.001257915
0.472417647
0.000114258
0.005245607
0.000826821
0.064635427
0.000317344
0.083665457
0.025050749
0.001282651
0.042988204
0.009491298
0.00601564
0.046130487
0.048939276
0.047537045
1.73E-05
0.346186155
0.8935613
0.00082534
0.006510658
0.810263318
0.104455507
0.002790931
0.043703438
0.423157115
0.050253317
0.101712218
0.000338017
0.333822851
0.861634285
0.000426648
0.000516535
0.016080187
0.010487945
0.026695826
1.63E-05
1.17E-05
0.000380394
0.00316731
0.001971552
0.041258919
0.000800343
0.000245486
0.00580421
0.745215594
0.08726515
0.000528795
0.00077386
0.009237116
0.001163783
0.007606955
0.017059237
0.001494034
0.000593453
0.017335475
0.004047968
0.025533249
0.003604911
0.087766347
0.006469258
3.71E-05
0.00042146
3.03E-05
0.009552283
0.094844325
0.003121496
0.009953843
0.003429285
0.024046728
0.000550461
0.060664306
0.10194731
0.000195518
0.668562015
0.170100111
0.117906507
0.002765468
0.004372232
0.19638375
0.433386673
0.031119105
0.00272284
0.014370852
0.000657271
0.001536796
0.483514496
0.883682842
0.002393014
0.000589834
0.01405337
0.031602034
0.050397452
0.009234919
0.210548092
0.001752841
0.074107495
0.455002055
0.25862302
0.000322562
1.52E-05
0.520073079
0.000106029
0.002650012
0.146593746
0.00221566
0.000921521
0.475150201
0.017756098
1.42E-05
0.647045999
0.001272371
0.631608572
0.89926355
0.163167136
0.000822138
0.007458303
0.068530783
0.000951057
0.003156077
0.221010986
0.071000114
0.050843696
0.000922247
0.020827779
0.059437979
0.007384471
0.20713392
0.196449833
3.00E-05
0.000975738
6.94E-05
0.000426786
0.017853242
0.216116757
0.001702609
0.000121425
0.623663071
0.01721527
0.002307713
0.008436666
0.022640487
0.002754921
0.022067715
0.00081789
0.018498767
8.64E-05
0.005425833
4.80E-05
0.001516325
0.061974039
0.186943401
0.000130283
0.009764286
0.004939598
0.115376537
0.107596432
0.600235444
0.002451978
1.84E-05
3.90E-06
0.287158384
0.295412623
0.034323357
7.33E-05
3.19E-05
0.406216757
0.01431009
0.261738351
4.50E-06
0.006583958
0.019684454
0.008206323
0.026515849
0.182295178
2.39E-05
0.044380593
0.069151116
9.61E-05
0.000891424
0.009827246
0.001328395
2.68E-06
0.028214664
0.490157055
0.001648909
9.01E-06
0.940977717
0.584583586
9.98E-07
0.007419656
0.000568094
0.024105789
0.000416843
0.006258892
0.275270297
0.728767347
6.65E-07
0.898256596
0.026867626
0.00018161
0.000415834
0.038492202
0.622869893
0.011118197
0.000116309
0.556589913
0.950567013
0.038540244
0.01180094
0.003439834
0.013323598
0.051797392
0.00025956
0.00316034
1.25E-05
0.798025774
0.032483014
0.000140306
0.00112853
0.417756833
0.541504973
0.00018864
0.026221816
0.000110137
0.005991099
2.08E-05
0.001083533
0.000101213
0.002197386
0.004868716
0.008177629
2.95E-05
0.027288019
0.001020801
0.000958493
0.048799601
1.27E-05
0.035155498
0.324731363
0.052539842
0.000635234
0.002086404
0.008535107
0.010594283
0.082403733
0.446710786
0.000611361
0.001533577
0.023189763
0.007136203
0.001784257
0.000349267
0.001651009
0.002374664
0.012027383
0.000933007
0.83562928
0.039983117
0.380742304
0.410803103
0.130400634
0.000353018
0.68427095
0.01417624
0.20006586
0.625665255
0.034357657
0.003038897
0.000237216
0.118784686
0.795901903
4.69E-05
0.011143591
0.000110214
0.004861965
0.566851575
0.443982463
0.030922257
0.0035764
0.003784743
5.81E-05
0.984256898
0.002166947
0.246244888
0.14205352
0.035402524
0.002572778
0.026184495
0.002142302
0.024171477
0.221576546
9.87E-05
0.00169723
0.291524409
0.82688381
0.1129712
0.07677619
0.099912954
0.021659112
0.00036518
0.006592096
0.101714457
0.682585167
0.221673675
0.00639444
0.129979555
0.001882182
0.002437808
0.064214368
0.010958521
0.000650819
0.578611386
0.058211441
0.020281203
0.080023441
0.000598867
0.000234516
0.443309312
0.547864195
0.002387219
0.058758163
0.139739657
0.745544686
9.79E-05
0.000203373
0.000819781
0.06038699
1.20E-08
1.28E-06
0.004756096
6.02E-06
0.033401904
0.334255987
0.000457009
0.000815359
0.002380385
0.000221996
0.154110023
0.002847352
0.209497857
0.003417799
0.478494305
0.130593174
3.02E-05
0.070551809
0.118623657
2.03E-05
0.092090222
0.003086925
0.028988702
0.669076051
0.020585598
0.007325943
0.74768837
0.084579097
0.005305206
0.000577162
7.52E-06
0.000428631
0.011414436
0.000221313
0.011866163
8.51E-05
0.000661651
0.020647632
0.015411374
0.004502866
0.010257664
0.016907911
0.011753658
0.235530281
0.000417058
0.131972637
8.02E-06
0.004091136
5.82E-05
0.568892057
0.118118975
0.015478216
0.016563455
0.001782866
1.04E-05
0.004588183
0.515083359
0.223126567
0.000661417
0.052763809
0.001546876
0.000119718
0.061838194
0.000557835
0.121330216
0.136888154
7.62E-05
0.00274344
0.376602523
0.775091662
0.000593653
0.051015826
0.020125558
0.107763653
2.93E-08
0.96050244
0.855062546
0.000119844
2.00E-08
0.00154062
0.415155705
0.000993626
0.729122344
0.001861369
0.60156166
0.473365282
0.027953289
6.72E-06
0.009744289
0.000197798
0.006565111
0.014006858
0.008188127
0.000251997
0.023811537
0.005000506
0.468696805
0.196400104
0.076602168
1.26E-06
0.008462582
0.564431474
0.276742474
0.028014888
0.00591813
0.099421564
0.001459237
0.141657318
0.02281876
0.001512603
0.000114959
0.003989829
0.020085179
0.004158468
0.17129285
0.000121939
0.010172598
0.050888224
0.131935341
0.002724088
1.43E-05
0.92279654
0.047979118
0.084299303
0.278042625
0.227621038
0.977120366
2.15E-05
0.002343813
0.38907087
0.012013435
1.56E-05
0.065796771
0.000440967
3.32E-05
0.000331181
0.00823255
0.954108449
0.014349954
0.000592414
3.14E-05
0.187368025
0.007889832
0.01714093
0.021250377
0.013185189
5.56E-05
0.009756443
0.000371132
3.01E-05
0.082576769
0.08503596
0.353601154
0.000933431
8.50E-06
0.006590153
4.67E-05
0.336891755
0.002186426
0.085512312
0.00069134
0.001981913
0.028735116
3.64E-05
0.043431263
0.193345158
0.896632291
0.000247823
0.233746356
0.001699633
0.013394176
0.024166557
0.014529861
0.329822674
0.000956377
9.34E-06
0.027765675
0.006453688
2.68E-05
0.000629155
0.000247963
0.152195265
0.000317161
0.698951917
0.000556655
0.522702414
0.010439289
9.16E-05
4.32E-05
0.001234875
0.012155079
0.213130873
0.000235794
0.067882742
0.002598603
0.736180139
0.007655021
0.060530758
0.057748848
0.083778005
0.316095706
0.825756933
0.057876168
0.010260812
0.001784895
0.004767936
0.00491757
0.02464085
0.246312133
0.013266776
1.01E-05
0.011579907
0.001589686
0.017183895
0.001020919
0.000302538
0.000411802
0.002931659
0.008935522
0.007175517
0.041541542
0.002639869
1.32E-05
0.000123657
0.160928373
0.01426261
4.66E-06
0.013241283
0.000693276
0.000605146
0.049512106
0.123319992
0.048852696
0.005326966
0.37783115
0.001710617
2.43E-05
0.00293624
0.014985903
0.068686201
0.212130007
0.001067259
0.26939451
0.016691234
0.000812711
0.464605597
0.969077435
0.009842585
0.010381468
0.005266527
9.65E-06
0.000311057
0.015091084
0.000673872
0.000841532
0.001324332
0.056648461
0.00783105
0.008000209
0.002671909
0.181560883
0.000284721
0.382612382
0.623121602
0.304885459
0.000230059
0.050051094
0.000822352
4.70E-05
1.75E-05
0.000792352
0.656447012
5.32E-05
0.007070175
0.014625978
0.003840604
0.00016567
1.92E-06
0.003550876
0.001312022
0.007605887
0.012538541
0.698320802
0.029687556
0.004310401
0.002802418
0.00153349
0.032928707
0.007128339
0.000837627
0.0001108
0.033280098
0.029149569
0.131220132
0.002537609
0.019679076
0.002636086
8.08E-05
0.775603888
0.023677474
0.074743697
0.000731152
0.109445804
0.204324606
0.000181483
0.06218095
0.004718732
0.072733834
0.537146607
0.117308614
0.000278301
1.79E-05
0.179235689
0.003858756
0.001257986
1.28E-05
0.001203324
0.050536431
0.000534055
0.547312283
0.000121873
0.886998794
0.353375351
3.63E-06
0.108483623
0.001443408
0.797839155
0.626118917
0.000821545
0.781006091
0.295645153
0.041351355
0.16511472
0.001273106
0.002975278
2.42E-05
0.103967136
0.007466657
0.016646776
0.006829159
0.002343813
0.002861435
0.170941852
0.066342896
0.02373141
0.000725393
9.47E-05
0.000225741
0.70567217
0.000982667
0.162152334
0.000321974
0.000936427
0.107886152
0.000500156
0.135799248
0.131261434
0.002668686
0.000265808
1.98E-06
0.010909927
0.00825089
0.46789124
0.001084894
0.00482481
0.000170482
0.000100772
0.219185409
0.149816847
0.256670677
0.015766955
8.51E-05
0.010713843
0.050110116
0.217938456
0.001638924
0.023100629
0.895800791
0.020996855
3.25E-07
0.041783316
0.946369326
0.004402748
0.030337029
0.070250276
0.153124924
0.932692275
0.013304628
0.000607923
0.012049081
0.023645319
0.433848425
0.003851937
0.005923081
0.016282437
0.819779148
0.229956343
0.011069986
0.001645662
0.576898318
0.053074521
0.1518286
8.70E-07
0.001962854
0.000290222
0.379951368
0.000626711
3.93E-05
0.041974427
0.108850805
0.202162085
0.009175365
0.002727192
0.000215554
0.544032482
0.000177493
0.102692583
0.135559047
0.000109583
6.95E-05
0.003058511
0.060390793
0.000153139
0.000244553
0.02207464
0.020237796
0.068162354
0.004944416
0.652254079
0.013751044
0.050240598
0.002670018
0.00520094
0.01371771
0.00269803
5.18E-06
0.017058995
0.003548178
0.090116176
0.171157474
0.809392788
0.054496326
0.004812064
0.007962376
0.662027869
0.131753205
0.022901828
0.419403099
2.79E-05
0.06805742
0.021167908
0.002457085
0.000250057
0.050110116
0.011119642
0.017027932
0.000143982
0.001113049
0.032054534
0.003422352
0.590466053
0.202841283
0.294456212
0.002623103
8.12E-05
0.019096765
0.000213097
0.031946519
0.00031032
0.004555185
1.60E-05
0.000851827
0.000927464
0.037574752
0.537844158
0.223033546
0.295239404
9.61E-05
0.022430004
0.048970806
0.025670388
0.04801734
0.029904662
0.003485728
3.60E-05
0.001988123
0.251144016
0.010051804
5.81E-05
0.004446393
0.009184478
0.036367464
3.06E-05
0.000261108
0.004229038
0.025739012
0.729461127
0.004042421
0.820639384
0.001621467
0.005098337
0.005204476
0.005519669
0.020839259
0.000806952
0.001430879
0.065922937
0.477363937
0.000190307
0.015901343
0.633216707
0.28038913
9.99E-05
0.776816307
0.007653541
0.008653612
0.035450288
0.000899385
0.001124129
0.016744329
0.307002029
0.13751882
2.16E-05
0.00511042
0.346357204
0.013053106
0.008552139
0.001151015
0.403625428
0.055862426
0.050578451
0.013137885
0.008321017
0.071545615
0.034385465
1.05E-05
0.521636747
0.024010502
0.001350862
0.133984217
0.0161411
0.033617692
9.02E-05
0.008937212
0.00221566
0.075597066
0.019907765
0.003731444
0.980909775
0.001559878
0.680069616
0.001881434
0.001224391
0.006635145
0.006943264
0.000139683
0.001840595
0.002769198
0.00314144
0.026894714
9.05E-05
0.068147489
0.001972492
0.092445557
0.109140474
0.00412875
0.016214163
0.017301815
0.166968771
0.668174897
0.017244405
2.53E-05
0.001013059
0.020996855
0.000157602
0.001455771
0.750707477
0.001846091
0.064153678
1.16E-06
0.219321667
0.000924573
0.088452111
0.052889792
0.123097316
0.000365351
0.004015068
0.978558253
0.001144181
0.005489336
0.004726297
0.001296827
0.725095154
0.043395135
0.117925928
0.053073851
0.001926908
3.25E-05
0.029128985
0.618105044
0.004752292
0.008581932
0.910239142
0.144997018
0.187202002
0.000538509
1.66E-05
0.000748431
0.000238381
0.043552387
0.482530327
0.010821563
0.000150799
0.001348141
0.062851708
0.969201033
0.016355043
0.027718122
0.00116578
0.457956754
5.03E-05
0.018155594
0.002713872
1.37E-05
0.062934825
0.00750319
0.004878332
0.002530533
1.71E-06
0.17129285
0.427222874
0.46561122
0.026535155
0.108242813
0.006531758
0.030055045
0.051617491
0.08568299
0.033779055
0.002091786
0.020069622
0.000771589
0.013763143
0.000490102
0.374638295
0.271673039
0.000962059
0.000205456
0.007441303
0.009575201
0.036410486
0.00027089
0.148818835
0.050110116
0.001592946
0.003020263
0.000831895
0.228918489
0.947016298
0.142811479
0.004053232
0.000276134
0.576996254
9.43E-06
0.625329058
0.137316731
0.00117872
3.39E-05
0.00963164
0.007218138
0.127950308
0.007533513
0.002764945
0.891224821
0.059045839
0.096122084
0.113169336
0.127231945
0.000984237
0.008975221
0.427627564
0.027449466
0.753286445
0.614781057
0.298637256
1.98E-05
0.008430494
0.785058003
3.33E-05
0.0188219
0.065948936
1.71E-05
0.043780525
0.192484925
0.014303767
0.00769036
0.008881939
0.061386249
0.273498151
0.026961608
0.50066926
0.340860805
0.001623874
0.002714146
4.16E-05
0.000358172
0.015573431
0.126106278
0.706606791
0.010949356
0.001156338
0.26939451
0.443750775
0.026697212
0.08518594
0.274630554
0.07097809
0.004583357
0.004445975
0.025386058
0.02682497
0.386802161
0.013032972
0.118112656
0.001315452
0.168825858
0.00022537
0.032510086
0.343536936
0.180961335
0.292160851
0.036467559
0.037183991
0.003523728
0.017935414
0.462760276
0.016844802
0.912676792
0.508886135
0.02025864
0.006561651
0.004293405
0.01026247
0.009974451
9.07E-05
0.098251764
0.012236954
0.000628618
0.008742175
0.312197503
0.004782927
0.000466422
8.08E-06
0.143083304
0.492967153
0.008519786
0.015709276
0.000231614
0.17410236
0.066025129
0.023892295
0.00457423
0.637343383
0.86333158
0.00071832
0.021918976
0.649963995
7.22E-05
0.000381691
0.001222655
0.242138658
0.001191478
0.001344364
0.000140842
0.023955547
0.000925796
0.008047734
0.008165724
0.147784266
0.004739609
0.000816859
1.57E-05
0.006326894
0.000367844
0.001274699
0.005302042
0.006081501
0.001503312
0.026675006
0.026515774
0.140165806
0.001110486
0.002235488
0.104208061
0.108242808
0.00019392
0.000635349
0.132405473
0.764018621
0.066329269
0.170006432
3.95E-05
0.00631345
0.001215304
0.000108368
0.0013733
0.001548177
0.002342522
0.026687102
0.000850028
2.34E-05
6.75E-05
1.08E-05
0.014925644
0.001940871
0.03950372
0.001593134
0.000462211
0.014105706
